"Title","Year","Country"
"Delayed Monarch flight","2016","-1"
"Is there a site where I can compare all available vacation packages from my city to all destinations?","2016","-1"
"Bogotá–Medellín by bus","2016","-1"
"Round trip tickets much cheaper than one ways, considering purposely missing layover?","2016","-1"
"Is it possible to travel from Panama City to Medellin, Colombia by car/bus?","2016","Panama"
"Job interview in London requires me to wire money to the travel agent. Is this a scam?","2016","-1"
"Late March - Early April Boat trip from Bratislava to Vienna","2016","-1"
"Arriving in terminal 2 going to 5 heathrow","2016","-1"
"How to take my money on holiday - Prepaid card or creditcard?","2016","-1"
"Newly married last name change for wife?","2016","-1"
"Multiple-entry Italian Schengen visa, can I go to Switzerland/Austria for a weekend?","2016","Switzerland"
"How do you go from Palomino to Venezuela?","2016","Venezuela"
"Can I apply for Schengen Visa in my home country even though I have stayed in Australia for the last 6 months?","2016","Australia"
"Where to find music workshops in Hanoi?","2016","-1"
"2 jetways for arrival of international flight at Newark?","2016","-1"
"Why do some ferry checkins close so early?","2016","-1"
"Can I apply for a Schengen visa in Romania, if I'm not a resident?","2016","Romania"
"Can I use my Singapore double entry visa to enter Singapore just before visa expiry date and stay for its duration (30 days)?","2016","Singapore"
"What do locals call San Francisco?","2016","-1"
"Where can I camp for free in, or near, Byron Bay, Australia?","2016","Australia"
"How do I get from Terminal 1 to Terminal 2 in Hong Kong airport? (HKG)","2016","-1"
"Checking return departure time","2016","-1"
"Entering a Schengen country using a completly different schengen","2016","-1"
"Canadian Transit Visa - Passport Delivery Fee","2016","-1"
"Amazon forest in Colombia","2016","Colombia"
"Does the Access Express train go directly from Narita to Higashi-Ginza station?","2016","-1"
"Postcards, stamps and mailbox at Manila airport?","2016","-1"
"How to draw cash when ATM does not accept card?","2016","-1"
"Is there a bookstore at Heathrow with a good selection of LP or Moon guides?","2016","-1"
"How many luggage are allowed in international flights and what should be their maximum weights and dimensions?","2016","-1"
"Leaving Schengen area the day after the visa expiry due to the transit","2016","-1"
"Will I Have Problems with July Air Quality in Seoul?","2016","-1"
"How to carry honey jars and prevent losses?","2016","-1"
"Availability and attitudes towards sky burial tourism","2016","-1"
"Is 55 minutes enough transfer time at Schiphol","2016","-1"
"Layover in New York city","2016","-1"
"Working Holiday Visa In France","2016","France"
"Is it possible to apply for a Mongolian visa outside one's home country?","2016","Mongolia"
"Do Iraqi citizens holding green card need a visa to re enter USA from Iraq?","2016","Iraq"
"Taking 40"" TV to northern Cyprus as baggage?","2016","Cyprus"
"How can the US immigration officials know one has visited Iraq, Syria, Iran, or Sudan?","2016","Syria"
"Exit and re-enter after applying for a permesso di soggiorno while waiting with the receipt?","2016","-1"
"No coach offered to Colorado Springs on American Airlines?","2016","-1"
"Safe overland route from Turkey to India using public transportation?","2016","Turkey"
"Where is the Hanuatu Island complex?","2016","-1"
"Do I need a visa to study abroad in the Czech Republic? More details inside","2016","-1"
"Schengen visa multiple entry. Is it required to travel from Schengen state to get into Romania?","2016","Romania"
"Student Visa NZ","2016","-1"
"Is riding an electric scooter on pavement not tolerated in London?","2016","-1"
"8:40 arrival at Manchester - how much time will it take to leave the airport?","2016","-1"
"Can I go back to USA if I entered at the age of 14 years old but overstaid my visa and left at 19 years old?","2016","-1"
"Traveling with BlackDiamond Jetforce avalanche rescue backpack","2016","-1"
"Australia - Arriving with prescription drugs (birth control)","2016","Australia"
"Check-in Luggage","2016","-1"
"I am travelling with a medication that needs to be cool at all times, will the airline allow me to use the onboard chiller?","2016","-1"
"Can a person enter the UK on a EU family member visa without their spouse?","2016","-1"
"Is four hours enough time to get to Portland from PDX and back?","2016","-1"
"Can Iranian-Canadians enter on arrival to the US?","2016","Iran"
"Do doctors outside of US routinely shake hands with their patients and staff?","2016","-1"
"Dual nationals under new US legislation, is my visa still valid?","2016","-1"
"South-west US/Hawaii Volleyball fun tournament in September","2016","-1"
"how to answer for the question non-ecr category","2016","-1"
"Is it possible to travel from Dien Bien Phu to Lai Châu by motorbike?","2016","-1"
"Overstaying visa in Vietnam by 5(!) minutes","2016","Vietnam"
"Europe long term visa (France, Italy, Spain)","2016","Spain"
"How to apply for german transit visa?","2016","-1"
"What's the difference between the North Rim and the South Rim? (Grand Canyon)","2016","-1"
"Will I need a visa to transit through London?","2016","-1"
"Are there any do-it-yourself penguin sighting tours on Phillip Island, Australia?","2016","Australia"
"What does a French strike warning of 3 hours 59 minutes mean exactly?","2016","-1"
"Revoked visa and given a 5 year ban","2016","-1"
"Cheapest way to pay for KLIA Ekspres from KLIA2 to KLIA?","2016","-1"
"Ways to minimize additional driver surcharges on car hire","2016","-1"
"Passport validity requirement while reentering Germany for residents (blue card)","2016","Germany"
"Transit by road from Kuwait to Abu Dhabi","2016","Kuwait"
"Why flight itineraries can't be changed online?","2016","-1"
"Skip leg and book a connection with the same airline","2016","-1"
"Travelling outside of UK on a tourist visa","2016","-1"
"Do airlines check if people passing through the gate actually board the plane?","2016","-1"
"Is an identity card issued to a non-citizen an acceptable document to travel within the EU?","2016","-1"
"I've had my driving license for just a few weeks, but need to rent a car early march in Los Angeles. Is it possible?","2016","-1"
"Colombia Inter-City Bus Route and Time-Tables","2016","Colombia"
"Do I need visa for Ireland if I have a Spanish Blue Card?","2016","Ireland"
"VISA Waiving Program changes","2016","-1"
"Itinerary changed and new airline introduced","2016","-1"
"Frequent Flyer (Downgrading)","2016","-1"
"What is the name of the district that is considered to be the city center of Rome?","2016","-1"
"Multiple entry visa for Singapore","2016","Singapore"
"transit visa rules for air travel?","2016","-1"
"As an Indian transiting in Jordan, do I need to have a transit visa?","2016","Jordan"
"Additional bags on Qatar Airways?","2016","Qatar"
"Is it a good idea to mention to the USA immigration officer that I'm visiting my girlfriend?","2016","-1"
"Where can I store luggage in Bogota, Colombia?","2016","Colombia"
"Am I allowed to bring my own seat belt extender on a plane?","2016","-1"
"Am I entitled to overnight accommodations by Qatar Airways on a long layover?","2016","Qatar"
"One Way Road Trip","2016","-1"
"UK Business Visa Application Refused. How can I rectify my mistake?","2016","-1"
"How to appeal a German visa refusal?","2016","-1"
"Tourist Voucher and Tourist Confirmation for Russia","2016","Russia"
"Can I travel to Australia without a return ticket?","2016","Australia"
"Zika virus and the Dominican Republic","2016","Dominican Republic"
"Which accent of English is spoken on the British Virgin Islands?","2016","British Virgin Islands"
"Can short-term visitors do charity/volunteer work?","2016","-1"
"Invalid mother's name provided in ESTA application. Do I need to reapply?","2016","-1"
"International connecting flight/ baggage concern at Narita Airport with non-codeshare air carriers","2016","-1"
"Cheap one-way flight from Europe to South America?","2016","-1"
"Does a US citizen entering Schengen Area via Iceland need proof of onward travel out of Schengen at time of arrival?","2016","Iceland"
"Is transit visa required for Turkey?","2016","Turkey"
"Travelling from Bulgaria to UK via Turkey, will I have issues with tobacco products bought from the EU?","2016","Turkey"
"Invalid purpose of visit marked on the ESTA application. Do I need to reapply?","2016","-1"
"Can I stop a fellow passenger from using their cell phone during take off?","2016","-1"
"Bus schedule Pereira to Filandia","2016","-1"
"Can I go to Germany for a family reunion apply, right after an overstay?","2016","Germany"
"Can a 60Hz fan motor run on 50Hz?","2016","-1"
"Can I prepay for a taxi from Boston Airport to a Boston hotel?","2016","-1"
"If I enter the US by land, not needing ESTA, would I then need ESTA to enter by air 3 days later?","2016","-1"
"Travelling to Asia and Oceania with a peanut and pistachio allergy","2016","-1"
"Can I enter Colombia with an expired passport if I possess a second nationality?","2016","Colombia"
"Has the flight security briefing text changed?","2016","-1"
"Is it possible to avoid getting an Israeli passport stamp?","2016","Israel"
"Can you get a gate pass at LAX to help someone who doesn't speak English?","2016","-1"
"Are Flights Including a Saturday Night Stay Cheaper?","2016","-1"
"Using a London travel-card for a Reading-Oxford-London-Reading trip","2016","-1"
